linux-firmware-amdgpu 1:20260110-1
linux-firmware-atheros 1:20260110-1
linux-firmware-broadcom 1:20260110-1
linux-firmware-cirrus 1:20260110-1
linux-firmware-intel 1:20260110-1
linux-firmware-mediatek 1:20260110-1
linux-firmware-nvidia 1:20260110-1
linux-firmware-other 1:20260110-1
linux-firmware-radeon 1:20260110-1
linux-firmware-realtek 1:20260110-1
linux-firmware-whence 1:20260110-1
liquidctl 1.15.0-3
lirc 1:0.10.2-6.1
live-media 2025.05.24-1.2
lld 21.1.6-1.1
llhttp 9.2.1-2.1
llvm 21.1.6-4
llvm-libs 21.1.6-4
lm_sensors 1:3.6.2-1.1
lmdb 0.9.33-1.1
logiops 0.3.5-1
logrotate 3.22.0-1.1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.5-2.1
lsscsi 0.32-2.2
lua 5.4.8-2.1
lua51-lpeg 1.1.0-4
luajit 2.1.1767980792+707c12b-1.1
lutris 0.5.19-8
lv2 1.18.10-2.1
lvm2 2.03.38-1.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.20-1.1
mailcap 2.1.54-2
make 4.4.1-2.1
man-db 2.13.1-1.1
man-pages 6.16-1
mangohud 0.8.2-2.1
mbedtls 3.6.5-1
md4c 0.5.2-1.1
mdadm 4.4-2
media-player-info 26-1
meld 3.22.3-2
mesa 1:25.3.3-6
mesa-utils 9.0.0-7.1
meson 1.10.1-1
micro 2.0.14-1.1
milou 6.5.5-1.1
minizip 1:1.3.1-2.1
mjpegtools 2.2.1-3.1
mkinitcpio 40-5
mkinitcpio-busybox 1.36.1-1.1
mobile-broadband-provider-info 20251101-1
modemmanager 1.24.2-1.1
modemmanager-qt 6.22.0-1.1
mpdecimal 4.0.1-1.1
mpfr 4.2.2-1.1
mpg123 1.33.4-1.1
mpv 1:0.41.0-2.1
mpvqt 1.1.1-1.1
msgpack-c 6.1.0-2.1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
mujs 1.3.8-1.1
nano 8.7-1.1
nano-syntax-highlighting 2025.07.01.r0.g256995b-2
ncurses 6.5-4.1
neon 0.36.0-1
neovim 0.11.5-1.1
nerdfonts-installer-bin 2026.01.09-1
netctl 1.29-2
nettle 3.10.2-1.1
networkmanager 1.54.3-1
networkmanager-openvpn 1.12.5-1.1
networkmanager-qt 6.22.0-1.1
networkmanager-vpn-plugin-openvpn 1.12.5-1.1
nfs-utils 2.8.4-1.1
nfsidmap 2.8.4-1.1
nftables 1:1.1.6-2.1
nilfs-utils 2.2.12-1.1
ninja 1.13.2-2.1
nlohmann-json 3.12.0-2
noto-color-emoji-fontconfig 1.0.0-2
noto-fonts 1:2026.01.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npth 1.8-1.1
nspr 4.38.2-1.1
nss 3.120-1.1
nss-mdns 0.15.1-2.1
ntfs-3g 2022.10.3-2.1
ntfsfixboot 1.0-4
ntp 4.2.8.p18-6
nvidia-settings 590.48.01-2
nvidia-utils 590.48.01-4
nvtop 3.2.0-1.1
ocean-sound-theme 6.5.5-1
ocl-icd 2.3.4-1.1
octopi 0.18.1-2
oh-my-posh 29.0.2-1
oh-my-zsh-git r7425.7ed475cb5-1
onetbb 2022.3.0-3.1
oniguruma 6.9.10-1.1
openal 1.25.1-1.1
opencl-nvidia 590.48.01-4
opencore-amr 0.1.6-2.1
opencv 4.13.0-2.1
openexr 3.4.4-1.1
openh264 2.6.0-1.1
openjpeg2 2.5.4-1.1
openrazer-daemon 3.11.0-3
openrazer-driver-dkms 3.11.0-3
openrazer-meta-git 3.11.0.r3.g551c12d1-1
openrgb 1.0rc2-5.1
openssh 10.2p1-2.1
openssl 3.6.0-1.1
openvpn 2.6.17-1.1
openxr 1.1.54-1.1
opus 1.6.1-1.1
orc 0.4.41-1.1
p11-kit 0.26.1-1.1
pacman 7.1.0.r9.g54d9411-2
pacman-contrib 1.13.1-1.2
pacman-mirrorlist 20260105-1
pacutils 0.15.0-3
pahole 1:1.31-2.1
pam 1.7.1-1.1
pambase 20250719-1
pango 1:1.57.0-2.1
pangomm-2.48 2.56.1-1.2
parallel 20251222-1
parted 3.6-2.1
paru 2.1.0-2
passim 0.1.10-1.1
patch 2.8-1.1
pavucontrol 1:6.2-1.1
pciutils 3.14.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.4.1-1.1
perl 5.42.0-1.1
perl-clone 0.47-2.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.16-6
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-libwww 6.81-2
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-timedate 2.33-9
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.02-16
perl-xml-parser 2.47-3.1
perl-xml-writer 0.900-6
phonon-qt6 4.12.0-5
phonon-qt6-vlc 0.12.0-5
pinentry 1.3.2-2.1
pipewire 1:1.4.10-1.1
pipewire-alsa 1:1.4.10-1.1
pipewire-audio 1:1.4.10-1.1
pipewire-pulse 1:1.4.10-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 2.5.1-1.1
pkgfile 25-1.1
plasma-activities 6.5.5-1.1
plasma-activities-stats 6.5.5-1.1
plasma-browser-integration 6.5.5-1.1
plasma-desktop 6.5.5-1.1
plasma-firewall 6.5.5-1.1
plasma-integration 6.5.5-1.1
plasma-nm 6.5.5-1.1
plasma-pa 6.5.5-1.1
plasma-systemmonitor 6.5.5-1.1
plasma-thunderbolt 6.5.5-1.1
plasma-workspace 6.5.5-1.1
plasma5support 6.5.5-1.1
plocate 1.1.24-1.1
plymouth 24.004.60-14.1
plymouth-kcm 6.5.5-1.1
polkit 127-3.1
polkit-kde-agent 6.5.5-1.1
polkit-qt6 0.200.0-1
polychromatic 0.9.6-1
poppler 26.01.0-1.1
poppler-data 0.4.12-2
poppler-glib 26.01.0-1.1
poppler-qt6 26.01.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-3.2
power-profiles-daemon 0.30-3
powerdevil 6.5.5-1.1
powerline-fonts 2.8.4-4.1
ppp 2.5.2-1.1
prison 6.22.0-1.1
procps-ng 4.0.5-3.1
projectm 3.1.12-5.1
protobuf 33.1-3.1
protobuf-c 1.5.2-8.1
proton-cachyos-slr 1:10.0.20260101-1
protontricks 1.13.1-2
psmisc 23.7-1.1
pulseaudio-qt 1.7.0-2.1
purpose 6.22.0-1.1
pv 1.10.3-1.1
python 3.14.2-3
python-annotated-types 0.7.0-3
python-argcomplete 3.6.2-2
python-autocommand 2.2.2-9
python-awscrt 0.31.0-1.1
python-beautifulsoup4 4.14.3-2
python-black 25.12.0-4
python-boto3 1.42.25-1
python-botocore 1.42.25-1
python-build 1.4.0-1
python-cairo 1.29.0-2.1
python-cbor2 5.8.0-2.1
python-certifi 2026.01.04-1
python-cffi 2.0.0-2.1
python-charset-normalizer 3.4.4-2.1
python-click 8.3.1-1
python-colorama 0.4.6-6
python-colorlog 6.9.0-2
python-colour 0.1.5-16
python-contourpy 1.3.3-3.1
python-coverage 7.13.1-1.1
python-crcmod 1.7-9.1
python-cryptography 46.0.3-2.1
python-cycler 0.12.1-4
python-daemonize 2.5.0-9
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-docopt 0.6.2-15
python-docutils 1:0.22.3-2
python-entrypoints 0.4-7
python-evdev 1.9.2-2.1
python-fido2 2.1.1-1
python-flake8 1:7.3.0-2
python-fonttools 4.61.1-2.1
python-gobject 3.54.5-2
python-hidapi 0.14.0-5.1
python-idna 3.11-2
python-iniconfig 2.1.0-3
python-installer 0.7.0-14
python-isort 7.0.0-2
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.0.1-3
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-jmespath 1.0.1-7
python-keyring 25.7.0-2
python-kiwisolver 1.4.7-2.1
python-lxml 6.0.2-2.1
python-markupsafe 3.0.2-2.1
python-matplotlib 3.10.8-3
python-mccabe 0.7.0-9
python-moddb 0.14.0-2
python-more-itertools 10.8.0-2
python-mypy_extensions 1.1.0-2
python-numpy 2.4.1-1.1
python-okta-legacy 0.0.4-1
python-openrazer 3.11.0-3
python-orjson 3.11.5-2.1
python-packaging 26.0-1
python-pathspec 0.12.1-4
python-pillow 12.1.0-2
python-pipx 1.8.0-2
python-platformdirs 4.5.1-3
python-pluggy 1.6.0-3
python-prompt_toolkit 3.0.52-2
python-psutil 7.2.1-1.1
python-pycodestyle 2.14.0-2
python-pycparser 2.23-2
python-pydantic 2.12.5-4
python-pydantic-core 3:2.41.5-3.1
python-pyflakes 3.4.0-2
python-pygments 2.19.2-3
python-pyjwt 2.10.1-2
python-pyparsing 3.3.2-1
python-pyproject-hooks 1.2.0-6
python-pyqt6 6.10.2-2
python-pyqt6-sip 13.11.0-1.1
python-pyqt6-webengine 6.10.0-2
python-pytest 1:8.4.2-3
python-pytest-black 0.6.0-2
python-pytest-cov 6.1.1-2
python-pytest-flake8 1.3.0-1
python-pytokens 0.4.0-1
python-pyudev 0.24.3-3
python-pyusb 1.3.1-2
python-pyzstd 0.19.1-3.1
python-requests 2.32.5-3
python-ruamel-yaml 0.18.10-2
python-ruamel.yaml.clib 0.2.15-2.1
python-s3transfer 0.16.0-2
python-secretstorage 3.3.3-7
python-setproctitle 1.3.7-2.1
python-setuptools 1:80.9.0-4
python-setuptools-scm 9.2.2-3
python-shtab 1.8.0-2
python-six 1.17.0-2
python-soupsieve 2.8.3-1
python-toml 0.10.2-13
python-tomli 2.4.0-1
python-tqdm 4.67.1-5
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-userpath 1.9.2-4
python-vdf 4.0-3
python-watchdog 6.0.0-2
python-wcwidth 0.3.0-1
python-wheel 0.45.1-4
python-xlib 0.33-5
python-xxhash 3.6.0-2.1
python-yaml 6.0.3-2.1
qbittorrent 5.1.4-1
qca-qt6 2.3.10-4
qcoro 0.12.0-1
qhull 2020.2-5.1
qqc2-breeze-style 6.5.5-1.1
qqc2-desktop-style 6.22.0-1.1
qrencode 4.1.1-4.7
qt-sudo 2.3.0-1
qt5-base 5.15.18+kde+r109-2.1
qt5-declarative 5.15.18+kde+r23-1.1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1.1
qt6-5compat 6.10.1-1.1
qt6-base 6.10.1-1.1
qt6-connectivity 6.10.1-1.1
qt6-declarative 6.10.1-3.1
qt6-graphs 6.10.1-1.1
qt6-imageformats 6.10.1-1.1
qt6-location 6.10.1-1.1
qt6-multimedia 6.10.1-1.1
qt6-multimedia-ffmpeg 6.10.1-1.1
qt6-positioning 6.10.1-1.1
qt6-quick3d 6.10.1-1.1
qt6-quicktimeline 6.10.1-1.1
qt6-scxml 6.10.1-1.1
qt6-sensors 6.10.1-1.1
qt6-shadertools 6.10.1-1.1
qt6-speech 6.10.1-1.1
qt6-svg 6.10.1-1.1
qt6-tools 6.10.1-1.1
qt6-translations 6.10.1-1
qt6-virtualkeyboard 6.10.1-1.1
qt6-wayland 6.10.1-1.1
qt6-webchannel 6.10.1-1.1
qt6-webengine 6.10.1-2
qt6-websockets 6.10.1-1.1
qt6pas 6.2.10-2.1
qtermwidget 2.3.0-2.1
quazip-qt6 1.5-1
raptor 2.0.16-9.1
rate-mirrors 0.23.0-3
rav1e 0.8.1-2.1
re2 2:2025.11.05-1.1
readline 8.3.003-1.1
rebuild-detector 4.4.5-1
reflector 2023-5
rhash 1.4.6-1.1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1.1
rnnoise 1:0.2-1.1
rpcbind 1.2.8-1.1
rsync 3.4.1-2.1
rtkit 0.14-1.1
rtmpdump 1:2.6-1.1
rubberband 4.0.0-1.1
run-parts 5.23.2-1.1
runc 1.4.0-1.1
rustup 1.28.2-4.1
s-nail 14.9.25-1.1
s2n-tls 1.6.4-1.1
sbc 2.1-1.1
scx-manager 1.15.8-1
scx-scheds 1.0.19-1
scx-tools 1.0.19-1.1
sd 1.0.0-1.1
sddm 0.21.0-8
sddm-kcm 6.5.5-1.1
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.62-1.1
sdl3 3.4.0-2.1
sdl_image 1.2.12-9.1
seatd 0.9.1-1.1
sed 4.9-3.2
serd 0.32.6-1.1
sg3_utils 1.48-1.2
shaderc 2025.5-1.1
shadow 4.18.0-1.1
shared-mime-info 2.4-2.1
signon-kwallet-extension 25.12.1-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
slack-desktop 4.47.69-1
slang 2.3.3-4.1
smartmontools 7.5-1.1
smbclient 2:4.23.4-2.1
snapper 0.13.0-2.1
snappy 1.2.2-2.1
socat 1.8.1.0-1.1
sof-firmware 2025.12.1-1
solaar 1.1.18-2
solid 6.22.0-1.1
sonnet 6.22.0-1.1
sord 0.16.20-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
spandsp 0.0.6-6
spdlog 1.17.0-1.1
spectacle 1:6.5.5-1.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-tools 1:1.4.335.0-1.1
spotify 1:1.2.79.427-1
sqlite 3.51.2-2
sratom 0.6.20-1.1
srt 1.5.4-1.1
startup-notification 0.12-9.1
steam 1.0.0.85-3.1
steam-devices 1.0.0.85-3.1
sudo 1.9.17.p2-2.1
svt-av1 3.1.2-2
svt-hevc 1.5.1-3.2
syndication 6.22.0-1.1
syntax-highlighting 6.22.0-1.1
sysfsutils 2.1.1-2.2
systemd 259-2
systemd-boot-manager 19-1
systemd-libs 259-2
systemd-resolvconf 259-2
systemd-sysvcompat 259-2
systemsettings 6.5.5-1.1
taglib 2.1.1-1.1
talloc 2.4.3-2.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.14-2.1
tealdeer 1.8.1-1.1
tevent 1:0.17.1-2.1
texinfo 7.2-1.1
thin-provisioning-tools 1.3.1-1.1
tinysparql 3.10.1-2
tmux 3.6_a-1.1
tpm2-tss 4.1.3-1.1
tree-sitter 0.25.10-3.1
tree-sitter-c 0.24.1-1.1
tree-sitter-lua 0.4.0-1.1
tree-sitter-markdown 0.5.1-1.1
tree-sitter-query 0.7.0-1.1
tree-sitter-vim 0.7.0-1.1
tree-sitter-vimdoc 4.0.0-1.1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.4.0-1
ttf-fira-sans 1:4.301-2
ttf-firacode-nerd 3.4.0-1
ttf-hack 3.003-7
ttf-hack-nerd 3.4.0-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-nerd-fonts-symbols-mono 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4.1
tzdata 2025c-1.1
uchardet 0.0.8-3.1
udisks2 2.11.0-1.1
ufw 0.36.2-7
umu-launcher 1.3.0-3
unibilium 2.1.2-1.1
unrar 1:7.2.3-1.1
unzip 6.0-23.1
upower 1.91.0-1.1
usb_modeswitch 2.6.2.20251207-1.1
usbutils 019-1.1
util-linux 2.41.3-2.1
util-linux-libs 2.41.3-2.1
v4l-utils 1.32.0-1.1
vapoursynth 73-2.1
verdict 1.4.4-1.1
vi 1:070224-6.1
vid.stab 1.1.1-2.1
vim 9.1.2077-1.1
vim-runtime 9.1.2077-1.1
virtualbox 7.2.4-2
virtualbox-host-dkms 7.2.4-2
vivaldi 7.7.3851.67-1.1
vlc-plugin-a52dec 3.0.21-32.1
vlc-plugin-aalib 3.0.21-32.1
vlc-plugin-alsa 3.0.21-32.1
vlc-plugin-aom 3.0.21-32.1
vlc-plugin-archive 3.0.21-32.1
vlc-plugin-aribb24 3.0.21-32.1
vlc-plugin-aribb25 3.0.21-32.1
vlc-plugin-ass 3.0.21-32.1
vlc-plugin-avahi 3.0.21-32.1
vlc-plugin-bluray 3.0.21-32.1
vlc-plugin-caca 3.0.21-32.1
vlc-plugin-cddb 3.0.21-32.1
vlc-plugin-chromecast 3.0.21-32.1
vlc-plugin-dav1d 3.0.21-32.1
vlc-plugin-dbus 3.0.21-32.1
vlc-plugin-dbus-screensaver 3.0.21-32.1
vlc-plugin-dca 3.0.21-32.1
vlc-plugin-dvb 3.0.21-32.1
vlc-plugin-dvd 3.0.21-32.1
vlc-plugin-faad2 3.0.21-32.1
vlc-plugin-ffmpeg 3.0.21-32.1
vlc-plugin-firewire 3.0.21-32.1
vlc-plugin-flac 3.0.21-32.1
vlc-plugin-fluidsynth 3.0.21-32.1
vlc-plugin-freetype 3.0.21-32.1
vlc-plugin-gme 3.0.21-32.1
vlc-plugin-gnutls 3.0.21-32.1
vlc-plugin-gstreamer 3.0.21-32.1
vlc-plugin-inflate 3.0.21-32.1
vlc-plugin-jack 3.0.21-32.1
vlc-plugin-journal 3.0.21-32.1
vlc-plugin-jpeg 3.0.21-32.1
vlc-plugin-kate 3.0.21-32.1
vlc-plugin-kwallet 3.0.21-32.1
vlc-plugin-libsecret 3.0.21-32.1
vlc-plugin-lirc 3.0.21-32.1
vlc-plugin-live555 3.0.21-32.1
vlc-plugin-lua 3.0.21-32.1
vlc-plugin-mad 3.0.21-32.1
vlc-plugin-matroska 3.0.21-32.1
vlc-plugin-mdns 3.0.21-32.1
vlc-plugin-modplug 3.0.21-32.1
vlc-plugin-mpeg2 3.0.21-32.1
vlc-plugin-mpg123 3.0.21-32.1
vlc-plugin-mtp 3.0.21-32.1
vlc-plugin-musepack 3.0.21-32.1
vlc-plugin-nfs 3.0.21-32.1
vlc-plugin-notify 3.0.21-32.1
vlc-plugin-ogg 3.0.21-32.1
vlc-plugin-opus 3.0.21-32.1
vlc-plugin-png 3.0.21-32.1
vlc-plugin-pulse 3.0.21-32.1
vlc-plugin-quicksync 3.0.21-32.1
vlc-plugin-samplerate 3.0.21-32.1
vlc-plugin-sdl 3.0.21-32.1
vlc-plugin-sftp 3.0.21-32.1
vlc-plugin-shout 3.0.21-32.1
vlc-plugin-smb 3.0.21-32.1
vlc-plugin-soxr 3.0.21-32.1
vlc-plugin-speex 3.0.21-32.1
vlc-plugin-srt 3.0.21-32.1
vlc-plugin-svg 3.0.21-32.1
vlc-plugin-tag 3.0.21-32.1
vlc-plugin-theora 3.0.21-32.1
vlc-plugin-twolame 3.0.21-32.1
vlc-plugin-udev 3.0.21-32.1
vlc-plugin-upnp 3.0.21-32.1
vlc-plugin-vorbis 3.0.21-32.1
vlc-plugin-vpx 3.0.21-32.1
vlc-plugin-x264 3.0.21-32.1
vlc-plugin-x265 3.0.21-32.1
vlc-plugin-xml 3.0.21-32.1
vlc-plugin-zvbi 3.0.21-32.1
vlc-plugins-all 3.0.21-32.1
vlc-plugins-base 3.0.21-32.1
vlc-plugins-extra 3.0.21-32.1
vlc-plugins-video-output 3.0.21-32.1
vlc-plugins-visualization 3.0.21-32.1
vmaf 3.0.0-1.1
volume_key 0.3.12-12.1
vulkan-icd-loader 1.4.335.0-1.1
vulkan-intel 1:25.3.3-6
vulkan-mesa-implicit-layers 1:25.3.3-6
vulkan-tools 1.4.335.0-1.1
wayland 1.24.0-1.1
wayland-utils 1.3.0-1.1
webkit2gtk-4.1 2.50.4-1
webrtc-audio-processing 2.1-5.1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-3.1
which 2.23-1.1
wildmidi 0.4.6-1.1
wine 11.0-1.1
wine-cachyos-opt 2:10.0.20260101-1
winetricks 20250102-1.1
wireless-regdb 2025.10.07-1
wireplumber 0.5.13-1.1
wl-clipboard 1:2.2.1-3.1
woff2 1.0.2-6.1
wpa_supplicant 2:2.11-5.1
wqy-zenhei 0.9.45-10
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xautomation 1.09-6.3
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-kde 6.5.5-1.1
xdg-user-dirs 0.19-2.1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1.1
xfsprogs 6.17.0-2.1
xkeyboard-config 2.46-1
xl2tpd 1.3.19-1.1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1.1
xorg-server-common 21.1.21-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xauth 1.1.5-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xinit 1.4.4-1.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.5.0-1.1
xorg-xkill 1.0.6-2.1
xorg-xmessage 1.0.7-1.1
xorg-xmodmap 1.0.11-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xwayland 24.1.9-1.1
xorgproto 2025.1-1
xsettingsd 1.0.2-3.1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.2-2
yay 12.5.7-1
ydotool 1.0.4-2.1
yyjson 0.12.0-1.1
zbar 0.23.93-5.1
zenity 4.2.1-1.1
zeromq 4.3.5-2.1
zimg 3.0.6-1.1
zita-convolver 4.0.3-5.1
zix 0.8.0-1.1
zlib-ng 2.3.2-2
zlib-ng-compat 2.3.2-2
zram-generator 1.2.1-1.1
zsh 5.9-5.1
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-3
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k 1.20.15-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 2.3.0-5.1
