gdbm 1.26-2.1
gdk-pixbuf2 2.44.4-1.1
gendesk 1.0.10-1.1
gettext 0.26-1.1
ghostscript 10.06.0-1.1
giflib 5.2.2-2.1
git 2.52.0-2.1
glances 4.4.1-3
glew 2.3.0-2.1
glfw 1:3.4-1.1
glib-networking 1:2.80.1-1.1
glib2 2.86.3-2.1
glibc 2.42+r51+gcbf39c26b258-2
glibmm 2.66.8-1.1
glibmm-2.68 2.86.0-1.1
glm 1.0.3-1.1
glslang 1:1.4.335.0-1.1
glu 9.0.3-2.1
glycin 2.0.7-1.1
gmp 6.3.0-2.1
gnome-desktop 1:44.4-1.1
gnome-desktop-common 1:44.4-1.1
gnulib-l10n 20241231-1
gnupg 2.4.9-1.1
gnutls 3.8.11-2
go 2:1.25.6-2
gobject-introspection-runtime 1.86.0-2.1
goverlay 1.7.1-1.1
gperftools 2.17.2-1.1
gpgme 2.0.1-1.1
gpgmepp 2.0.0-2.1
gpm 1.20.7.r38.ge82d1a6-6.1
gptfdisk 1.0.10-2.1
graphene 1.10.8-2.1
graphite 1:1.3.14-5
grep 3.12-2.1
groff 1.23.0-7.1
gsettings-desktop-schemas 49.1-1
gsettings-system-schemas 49.1-1
gsl 2.8-1
gsm 1.0.23-1.1
gssdp 1.6.4-1.1
gssproxy 0.9.2-2.1
gst-libav 1.26.10-3
gst-plugin-pipewire 1:1.4.10-1.1
gst-plugin-va 1.26.10-3
gst-plugins-bad 1.26.10-3
gst-plugins-bad-libs 1.26.10-3
gst-plugins-base 1.26.10-3
gst-plugins-base-libs 1.26.10-3
gst-plugins-ugly 1.26.10-3
gstreamer 1.26.10-3
gtest 1.17.0-1.1
gtk-update-icon-cache 1:4.20.3-1.1
gtk3 1:3.24.51-1.1
gtk4 1:4.20.3-1.1
gtkmm-4.0 4.20.0-1.2
gtksourceview4 4.8.4-2.1
guile 3.0.11-1.1
gupnp 1:1.6.9-1.1
gupnp-igd 1.6.0-2.1
gwenview 25.12.1-1.1
gzip 1.14-2
harfbuzz 12.3.1-1.1
harfbuzz-icu 12.3.1-1.1
haruna 1.7.1-1.1
haveged 1.9.19-1.1
hdparm 9.65-3.1
headsetcontrol 3.1.0-2.1
heroic-games-launcher-bin 2.18.1-3
hicolor-icon-theme 0.18-1
hidapi 0.15.0-1.1
highway 1.3.0-1.1
hunspell 1.7.2-2.3
hwdata 0.403-1
hwdetect 2025.08.16.1333-1
hwinfo 25.0-2.1
hwloc 2.12.2-1.1
hyphen 2.8.8-6.2
i2c-tools 4.4-4.1
iana-etc 20251215-1
icu 78.2-1.1
ijs 0.35-6.1
imagemagick 7.1.2.13-1.1
imath 3.2.2-3.1
imlib2 1.12.6-1.1
inetutils 2.6-1
intel-gmmlib 22.9.0-1.1
intel-media-driver 25.3.4-1.1
intel-media-sdk 23.2.2-5
intel-ucode 20251111-1
inxi 3.3.40.1-1
iotop-c 1.30-1
iproute2 6.18.0-1.1
iptables-nft 1:1.8.11-2.1
iputils 20250605-1.1
iso-codes 4.20.1-1
iw 6.17-1.1
iwd 3.10-1.1
jack 0.126.0-6
jamesdsp 2.7.0-4
jansson 2.14.1-1.1
jasper 4.2.8-1.1
jbig2dec 0.20-1.1
jbigkit 2.1-8.1
jellyfin-ffmpeg 1:7.1.3p1-1.1
jellyfin-server 10.11.6-1.1
jellyfin-web 10.11.6-1
jemalloc 1:5.3.0-5.1
jfsutils 1.1.15-9.1
jq 1.8.1-1.1
json-c 0.18-2.1
json-glib 1.10.8-1.1
jsoncpp 1.9.6-3.3
k9s 0.50.18-1.1
kaccounts-integration 25.12.1-1.1
kactivitymanagerd 6.5.5-1.1
karchive 6.22.0-1.1
kate 25.12.1-1.1
kauth 6.22.0-1.1
kbd 2.9.0-1.1
kbookmarks 6.22.0-1.1
kcalc 25.12.1-1.1
kcmutils 6.22.0-1.1
kcodecs 6.22.0-1.1
kcolorpicker 0.3.1-5
kcolorscheme 6.22.0-1.1
kcompletion 6.22.0-1.1
kconfig 6.22.0-1.1
kconfigwidgets 6.22.0-1.1
kcontacts 1:6.22.0-1.1
kcoreaddons 6.22.0-1.1
kcrash 6.22.0-1.1
kdbusaddons 6.22.0-1.1
kde-cli-tools 6.5.5-1.1
kde-gtk-config 6.5.5-1.1
kdeclarative 6.22.0-1.1
kdeconnect 25.12.1-1.1
kdecoration 6.5.5-1.1
kded 6.22.0-1.1
kdegraphics-mobipocket 25.12.1-1.1
kdegraphics-thumbnailers 25.12.1-1.1
kdeplasma-addons 6.5.5-1.1
kdesu 6.22.0-1.1
kdialog 25.12.1-1.1
kdnssd 6.22.0-1.1
kdotool 0.2.1-3
kdsingleapplication 1.2.0-1.1
kdsoap-qt6 2.2.0-1
kdsoap-ws-discovery-client 0.4.0-2.1
keyutils 1.6.3-3.1
kfilemetadata 6.22.0-1.1
kglobalaccel 6.22.0-1.1
kglobalacceld 6.5.5-1.1
kguiaddons 6.22.1-1.1
kholidays 1:6.22.0-1.1
ki18n 6.22.0-1.1
kiconthemes 6.22.0-1.1
kidletime 6.22.0-1.1
kimageannotator 0.7.2-1
kimageformats 6.22.0-2.1
kinfocenter 6.5.5-1.1
kio 6.22.0-1.1
kio-admin 25.12.1-1.1
kio-extras 25.12.1-1.1
kio-fuse 5.1.1-1.1
kirigami 6.22.0-1.1
kirigami-addons 1.11.0-1.1
kitemmodels 6.22.0-1.1
kitemviews 6.22.0-1.1
kjobwidgets 6.22.0-1.1
kmenuedit 6.5.5-1.1
kmod 34.2-1
knewstuff 6.22.0-1.1
knighttime 6.5.5-1.1
knotifications 6.22.0-1.1
knotifyconfig 6.22.0-1.1
konsole 25.12.1-1.1
kpackage 6.22.0-1.1
kparts 6.22.0-1.1
kpeople 6.22.0-1.1
kpipewire 6.5.5-1.1
kpty 6.22.0-1.1
kquickcharts 6.22.0-1.1
krb5 1.21.3-2.1
krunner 6.22.0-1.1
kscreen 6.5.5-1.1
kscreenlocker 6.5.5-1.1
kservice 6.22.0-1.1
kstatusnotifieritem 6.22.0-1.1
ksvg 6.22.0-1.1
ksystemstats 6.5.5-1.1
ktexteditor 6.22.0-1.1
ktextwidgets 6.22.0-1.1
kubectl 1.35.0-1
kunitconversion 6.22.0-1.1
kuserfeedback 6.22.0-1.1
kwallet 6.22.0-1.1
kwallet-pam 6.5.5-1.1
kwalletmanager 25.12.1-1.1
kwayland 6.5.5-1.1
kwidgetsaddons 6.22.0-1.1
kwin 6.5.5-1.1
kwindowsystem 6.22.0-1.1
kxmlgui 6.22.0-1.1
l-smash 2.14.5-4.1
lame 3.100-6.1
lapack 3.12.1-2.1
layer-shell-qt 6.5.5-1.1
layer-shell-qt5 5.27.12-2
lazydocker 0.24.2-1.1
lcms2 2.18-1.1
ldb 2:4.23.4-2.1
leancrypto 1.6.0-1.1
less 1:685-1.1
lib32-acl 2.3.2-1
lib32-alsa-lib 1.2.15.3-1
lib32-alsa-plugins 1.2.12-1
lib32-at-spi2-core 2.58.3-1
lib32-attr 2.5.2-1
lib32-audit 4.1.2-1
lib32-brotli 1.1.0-1
lib32-bzip2 1.0.8-4
lib32-cairo 1.18.4-1
lib32-colord 1.4.8-1
lib32-curl 8.18.0-3
lib32-dbus 1.16.2-1
lib32-e2fsprogs 1.47.3-2
lib32-expat 2.7.3-1
lib32-fontconfig 2:2.17.1-1
lib32-freetype2 2.14.1-1
lib32-fribidi 1.0.16-2
lib32-gcc-libs 15.2.1+r447+g6a64f6c3ebb8-2
lib32-gdk-pixbuf2 2.44.4-1
lib32-gettext 0.26-1
lib32-giflib 5.2.2-1
lib32-glew 2.3.0-2
lib32-glib2 2.86.3-1
lib32-glibc 2.42+r51+gcbf39c26b258-2
lib32-glu 9.0.3-2
lib32-gmp 6.3.0-2
lib32-gnutls 3.8.11-1
lib32-gst-plugins-base-libs 1.26.10-1
lib32-gstreamer 1.26.10-1
lib32-gtk3 1:3.24.51-1
lib32-harfbuzz 12.3.1-1
lib32-icu 78.2-1
lib32-json-c 0.18-2
lib32-keyutils 1.6.3-2
lib32-krb5 1.21.3-1
lib32-lcms2 2.17-1
lib32-libcap 2.77-1
lib32-libcups 2.4.16-1
lib32-libdatrie 0.2.13-3
lib32-libdisplay-info 0.3.0-1
lib32-libdrm 2.4.131-1
lib32-libelf 0.194-1
lib32-libepoxy 1.5.10-2
lib32-libffi 3.5.2-1
lib32-libgcrypt 1.11.2-1
lib32-libglvnd 1.7.0-1
lib32-libgpg-error 1.58-1
lib32-libgudev 238-3
lib32-libice 1.1.1-2
lib32-libidn2 2.3.8-1
lib32-libjpeg-turbo 3.1.3-1
lib32-libldap 2.6.10-1
lib32-libnghttp2 1.68.0-1
lib32-libnghttp3 1.15.0-1
lib32-libngtcp2 1.20.0-1
lib32-libnl 3.12.0-1
lib32-libnm 1.54.3-1
lib32-libnsl 2.0.1-1
lib32-libpcap 1.10.6-1
lib32-libpciaccess 0.18.1-1
lib32-libpipewire 1:1.4.10-1
lib32-libpng 1.6.53-2
lib32-libpsl 0.21.5-1
lib32-librsvg 2:2.61.3-1
lib32-libsm 1.2.6-1
lib32-libssh2 1.11.1-1
lib32-libtasn1 4.21.0-1
lib32-libthai 0.1.29-3
lib32-libtiff 4.7.1-1
lib32-libtirpc 1.3.7-1
lib32-libunistring 1.3-1
lib32-libunwind 1.8.1-1
lib32-libva 2.22.0-1
lib32-libx11 1.8.12-2
lib32-libxau 1.0.12-1
lib32-libxcb 1.17.0-1
lib32-libxcomposite 0.4.6-2
lib32-libxcrypt 4.5.2-1
lib32-libxcrypt-compat 4.5.2-1
lib32-libxcursor 1.2.3-1
lib32-libxdamage 1.1.6-2
lib32-libxdmcp 1.1.5-1
lib32-libxext 1.3.6-1
lib32-libxfixes 6.0.1-2
lib32-libxft 2.3.8-2
lib32-libxi 1.8.2-1
lib32-libxinerama 1.1.5-2
lib32-libxkbcommon 1.13.1-1
lib32-libxml2 2.15.1-4
lib32-libxmu 1.2.1-1
lib32-libxrandr 1.5.4-1
lib32-libxrender 0.9.11-2
lib32-libxshmfence 1.3.3-1
lib32-libxss 1.2.4-2
lib32-libxt 1.3.1-1
lib32-libxtst 1.2.5-2
lib32-libxv 1.0.12-2
lib32-libxxf86vm 1.1.5-2
lib32-llvm-libs 1:21.1.6-1
lib32-lm_sensors 1:3.6.2-2
lib32-mangohud 0.8.2-1
lib32-mesa 1:25.3.3-6
lib32-mpg123 1.33.4-1
lib32-ncurses 6.5-2
lib32-nettle 3.10.2-1
lib32-nspr 4.38.2-1
lib32-nss 3.120-1
lib32-nvidia-utils 590.48.01-2
lib32-ocl-icd 2.3.3-1
lib32-openal 1.25.1-1
lib32-opencl-nvidia 590.48.01-2
lib32-openssl 1:3.6.0-1
lib32-orc 0.4.41-1
lib32-p11-kit 0.26.1-1
lib32-pam 1.7.1-1
lib32-pango 1:1.57.0-2
lib32-pcre2 10.47-1
lib32-pipewire 1:1.4.10-1
lib32-pixman 0.46.4-1
lib32-spirv-tools 1:1.4.335.0-1
lib32-sqlite 3.51.2-1
lib32-systemd 259-1
lib32-util-linux 2.41.3-1
lib32-vulkan-icd-loader 1.4.335.0-1
lib32-vulkan-intel 1:25.3.3-6
lib32-vulkan-mesa-implicit-layers 1:25.3.3-6
lib32-wayland 1.24.0-1
lib32-xcb-util-keysyms 0.4.1-2
lib32-xz 5.8.2-1
lib32-zlib-ng 2.3.2-2
lib32-zlib-ng-compat 2.3.2-2
lib32-zstd 1.5.7-2
libaccounts-glib 1.27-3.1
libaccounts-qt 1.17-1.1
libadwaita 1:1.8.3-1.1
libaio 0.3.113-3.1
libappindicator 12.10.1-1
libarchive 3.8.5-1.1
libass 0.17.4-1.1
libassuan 3.0.0-1.1
libasyncns 1:0.8+r3+g68cd5af-3.2
libatasmart 0.19-7.1
libavc1394 0.5.4-7.1
libavif 1.3.0-3.1
libavtp 0.2.0-3.1
libayatana-appindicator 0.5.94-1.1
libayatana-indicator 0.9.4-1.1
libb2 0.98.1-3.1
libblockdev 3.4.0-2.1
libblockdev-crypto 3.4.0-2.1
libblockdev-fs 3.4.0-2.1
libblockdev-loop 3.4.0-2.1
libblockdev-mdraid 3.4.0-2.1
libblockdev-nvme 3.4.0-2.1
libblockdev-part 3.4.0-2.1
libblockdev-smart 3.4.0-2.1
libblockdev-swap 3.4.0-2.1
libbluray 1.4.0-2.1
libbpf 1.6.2-1.1
libbs2b 3.1.0-10.1
libbsd 0.12.2-2.1
libbytesize 2.12-3.1
libcaca 0.99.beta20-6.1
libcanberra 1:0.30+r2+gc0620e4-6.1
libcap 2.77-1.1
libcap-ng 0.9-1.1
libcbor 0.12.0-1.2
libcddb 1.3.2-9.1
libcdio 2.3.0-1.1
libcdio-paranoia 10.2+2.0.2-1.2
libcloudproviders 0.4.0-1.1
libcolord 1.4.8-1
libconfig 1.8.2-1.1
libcups 2:2.4.16-1
libcurl-gnutls 8.18.0-2
libdaemon 0.14-6.1
libdatrie 0.2.14-1.1
libdbusmenu-glib 18.10.20180917-1
libdbusmenu-gtk3 18.10.20180917-1
libdc1394 2.2.7-1.1
libdca 0.0.7-2.1
libde265 1.0.16-2.1
libdecor 0.2.5-1.1
libdeflate 1.25-1.1
libdisplay-info 0.3.0-1.1
libdmtx 0.7.8-1.1
libdovi 3.3.2-1.1
libdrm 2.4.131-1.1
libdv 1.0.0-11.1
libdvbpsi 1:1.3.3-3
libdvdcss 1.5.0-1.1
libdvdnav 7.0.0-1.1
libdvdread 7.0.1-1.1
libebml 1.4.5-1.1
libebur128 1.2.6-2.1
libedit 20250104_3.1-1.1
libei 1.5.0-1.1
libelf 0.194-1
libepoxy 1.5.10-3.1
libevdev 1.13.6-1.1
libevent 2.1.12-4.1
libfakekey 0.3-4.1
libfdk-aac 2.0.3-1.1
libffi 3.5.2-1.1
libfontenc 1.1.8-1.1
libfreeaptx 0.2.2-1.1
libftdi 1.5-9.1
libfyaml 0.9.3-1.1
libgcrypt 1.11.2-1.1
libgirepository 1.86.0-2.1
libgit2 1:1.9.2-1.1
libglvnd 1.7.0-3.1
libgme 0.6.4-1.1
libgoom2 2k4-5
libgpg-error 1.58-1.1
libgsf 1.14.55-1.1
libgudev 238-3.1
libice 1.1.2-1.1
libidn 1.43-1.1
libidn2 2.3.8-1.1
libiec61883 1.2.0-9.1
libimagequant 4.4.1-1
libimobiledevice 1.4.0-2.1
libimobiledevice-glue 1.3.2-1.1
libinih 61-1.1
libinput 1.30.1-1.1
libisl 0.27-1.1
libjcat 0.2.5-1.1
libjpeg-turbo 3.1.3-1.1
libjxl 0.11.1-5.1
libkate 0.4.3-4.1
libkdcraw 25.12.1-2
libkexiv2 25.12.1-1.1
libksba 1.6.7-2.1
libkscreen 6.5.5-1.1
libksysguard 6.5.5-1
liblc3 1.1.3-2.1
libldac 2.0.2.3-2.1
libldap 2.6.10-2
liblqr 0.4.3-1.1
liblrdf 0.6.1-5.1
libltc 1.3.2-2.1
libluv 1.51.0-1.1
liblzf 3.6-5.1
libmad 0.15.1b-10.1
libmakepkg-dropins 18-1
libmanette 0.2.13-1.1
libmatroska 1.7.1-2.1
libmaxminddb 1.12.2-2.2
libmbim 1.34.0-1.1
libmd 1.1.0-2.1
libmfx 23.2.2-5
libmicrodns 0.2.0-2.1
libmm-glib 1.24.2-1.1
libmng 2.0.3-4.1
libmnl 1.0.5-2.1
libmodplug 0.8.9.0-6.1
libmpc 1.3.1-2.1
libmpcdec 1:0.1+r475-6
libmpeg2 0.5.1-11.1
libmtp 1.1.22-1.1
libmysofa 1.3.3-1.1
libndp 1.9-1.2
libnetfilter_conntrack 1.0.9-2.1
libnewt 0.52.25-2.1
libnfnetlink 1.0.2-2.1
libnfs 6.0.2-5.2
libnftnl 1.3.1-1.1
libnghttp2 1.68.0-1.1
libnghttp3 1.15.0-1.1
libngtcp2 1.20.0-1.1
libnice 0.1.23-1.1
libnl 3.12.0-1.1
libnm 1.54.3-1
libnma-common 1.10.6-3.1
libnma-gtk4 1.10.6-3.1
libnotify 0.8.8-1.1
libnsl 2.0.1-1.1
libnvme 1.16.1-2.1
libogg 1.3.6-1.1
libopenmpt 0.8.4-1.1
libopenraw 0.3.7-2.1
libp11-kit 0.26.1-1.1
libpaper 2.2.7-1.1
libpcap 1.10.6-1.1
libpciaccess 0.18.1-2.1
libpgm 5.3.128-3.1
libpipeline 1.5.8-1.1
libpipewire 1:1.4.10-1.1
libplacebo 7.351.0-4.1
libplasma 6.5.5-1.1
libplist 2.7.0-2.1
libpng 1.6.53-2.1
libportal 0.9.1-2.1
libproxy 0.5.12-1.1
libpsl 0.21.5-2.1
libpulse 17.0+r98+gb096704c0-1.1
libqaccessibilityclient-qt6 0.6.0-1
libqalculate 5.9.0-1.1
libqmi 1.38.0-1.1
libqrtr-glib 1.4.0-1.1
libraqm 0.10.3-1.1
libraw 0.22.0-2.1
libraw1394 2.1.2-4.1
librsvg 2:2.61.3-1.1
libsamplerate 0.2.2-3.1
libsasl 2.1.28-5.1
libseccomp 2.6.0-1.1
libsecret 0.21.7-1.1
libshout 1:2.4.6-5.1
libsigc++ 2.12.1-2.1
libsigc++-3.0 3.8.0-1.1
libsixel 1.10.5-1.1
libsm 1.2.6-1.2
libsndfile 1.2.2-4.1
libsodium 1.0.20-1.1
libsoup3 3.6.5-1
libsoxr 0.1.3-4.1
libsrtp 1:2.7.0-1.1
libssh 0.11.3-1.1
libssh2 1.11.1-1.1
libstemmer 3.0.1-1.1
libsysprof-capture 49.0-1.1
libtasn1 4.21.0-1.1
libtatsu 1.0.5-1.1
libteam 1.32-3.1
libthai 0.1.30-1.1
libtheora 1.2.0-1.1
libtiff 4.7.1-1.1
libtiger 0.3.4-8.1
libtirpc 1.3.7-1.1
libtommath 1.3.0-2.1
libtool 2.6.0-3
libtorrent-rasterbar 1:2.0.11-7.1
libtpms 0.10.2-1
libunibreak 6.1-1.2
libunistring 1.3-1.1
libunwind 1.8.2-1.1
libupnp 1.14.25-1.1
liburcu 0.15.5-1.1
liburing 2.13-1.1
libusb 1.0.29-1.1
libusb-compat 0.1.8-2.1
libusbmuxd 2.1.1-1.1
libutempter 1.2.3-1.1
libutf8proc 2.11.3-1.1
libuv 1.51.0-1
libva 2.22.0-1.1
libva-intel-driver-irql 2.4.5-1
libva-nvidia-driver 0.0.14-1.1
libvdpau 1.5-3.1
libverto 0.3.2-5.1
libvlc 3.0.21-32.1
libvorbis 1.3.7-4.1
libvpl 2.16.0-1.1
libvpx 1.15.2-2.1
libvterm 0.3.3-2.1
libwacom 2.17.0-1
libwbclient 2:4.23.4-2.1
libwebp 1.6.0-2.1
libwireplumber 0.5.13-1.1
libwnck3 43.3-1.2
libx11 1.8.12-2.1
libx86emu 3.7-2.1
libxau 1.0.12-1.1
libxaw 1.0.16-1.1
libxcb 1.17.0-1.2
libxcomposite 0.4.6-2.1
libxcrypt 4.5.2-1.1
libxcrypt-compat 4.5.2-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.6-2.1
libxdmcp 1.1.5-1.2
libxext 1.3.6-1.2
libxfixes 6.0.2-1.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.2
libxi 1.8.2-1.1
libxinerama 1.1.5-2.1
libxkbcommon 1.13.1-1.1
libxkbcommon-x11 1.13.1-1.1
libxkbfile 1.1.3-1.1
libxml2 2.15.1-5.1
libxmlb 0.3.24-1.1
libxmu 1.2.1-1.1
libxnvctrl 590.48.01-2
libxpm 3.5.17-2.1
libxpresent 1.0.2-1.1
libxrandr 1.5.4-1.1
libxrender 0.9.12-1.1
libxres 1.2.3-1.1
libxshmfence 1.3.3-1.1
libxslt 1.1.45-2.1
libxss 1.2.5-1.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.6-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.2
licenses 20240728-1
lilv 0.26.2-3
linux-api-headers 1:6.18-1
linux-cachyos 6.18.6-2
linux-cachyos-headers 6.18.6-2
linux-cachyos-lts 6.12.66-2
linux-cachyos-lts-headers 6.12.66-2
linux-cachyos-lts-nvidia-open 6.12.66-2
linux-cachyos-nvidia-open 6.18.6-2
linux-firmware 1:20260110-1
